newTimes,utc,hour,minute,date
711,11:51,11,51,12/1/23
130,02:10,2,10,12/2/23
572,09:32,9,32,12/3/23
285,04:45,4,45,12/4/23
884,14:44,14,44,12/5/23
1249,20:49,20,49,12/6/23
1387,23:07,23,7,12/7/23
1413,23:33,23,33,12/8/23
1306,21:46,21,46,12/9/23
443,07:23,7,23,12/10/23
1363,22:43,22,43,12/11/23
383,06:23,6,23,12/12/23
1432,23:52,23,52,12/13/23
645,10:45,10,45,12/14/23
881,14:41,14,41,12/15/23
406,06:46,6,46,12/16/23
1135,18:55,18,55,12/17/23
652,10:52,10,52,12/18/23
770,12:50,12,50,12/19/23
763,12:43,12,43,12/20/23
1061,17:41,17,41,12/21/23
744,12:24,12,24,12/22/23
566,09:26,9,26,12/23/23
886,14:46,14,46,12/24/23
856,14:16,14,16,12/25/23
1247,20:47,20,47,12/26/23
178,02:58,2,58,12/27/23
297,04:57,4,57,12/28/23
29,00:29,0,29,12/29/23
1279,21:19,21,19,12/30/23
34,00:34,0,34,12/31/23
1383,23:03,23,3,1/1/24
183,03:03,3,3,1/2/24
613,10:13,10,13,1/3/24
859,14:19,14,19,1/4/24
1035,17:15,17,15,1/5/24
1184,19:44,19,44,1/6/24
4,00:04,0,4,1/7/24
1074,17:54,17,54,1/8/24
935,15:35,15,35,1/9/24
312,05:12,5,12,1/10/24
1390,23:10,23,10,1/11/24
125,02:05,2,5,1/12/24
733,12:13,12,13,1/13/24
212,03:32,3,32,1/14/24
827,13:47,13,47,1/15/24
456,07:36,7,36,1/16/24
1090,18:10,18,10,1/17/24
921,15:21,15,21,1/18/24
819,13:39,13,39,1/19/24
473,07:53,7,53,1/20/24
891,14:51,14,51,1/21/24
363,06:03,6,3,1/22/24
119,01:59,1,59,1/23/24
1159,19:19,19,19,1/24/24
1139,18:59,18,59,1/25/24
158,02:38,2,38,1/26/24
283,04:43,4,43,1/27/24
32,00:32,0,32,1/28/24
669,11:09,11,9,1/29/24
1225,20:25,20,25,1/30/24
726,12:06,12,6,1/31/24
906,15:06,15,6,2/1/24
515,08:35,8,35,2/2/24
316,05:16,5,16,2/3/24
373,06:13,6,13,2/4/24
1440,00:00,0,0,2/5/24
48,00:48,0,48,2/6/24
528,08:48,8,48,2/7/24
259,04:19,4,19,2/8/24
375,06:15,6,15,2/9/24
814,13:34,13,34,2/10/24
1018,16:58,16,58,2/11/24
1036,17:16,17,16,2/12/24
995,16:35,16,35,2/13/24
98,01:38,1,38,2/14/24
720,12:00,12,0,2/15/24
1121,18:41,18,41,2/16/24
831,13:51,13,51,2/17/24
758,12:38,12,38,2/18/24
833,13:53,13,53,2/19/24
272,04:32,4,32,2/20/24
848,14:08,14,8,2/21/24
525,08:45,8,45,2/22/24
1016,16:56,16,56,2/23/24
300,05:00,5,0,2/24/24
876,14:36,14,36,2/25/24
958,15:58,15,58,2/26/24
945,15:45,15,45,2/27/24
327,05:27,5,27,2/28/24
1119,18:39,18,39,2/29/24
343,05:43,5,43,3/1/24
915,15:15,15,15,3/2/24
269,04:29,4,29,3/3/24
1372,22:52,22,52,3/4/24
1072,17:52,17,52,3/5/24
238,03:58,3,58,3/6/24
1282,21:22,21,22,3/7/24
1423,23:43,23,43,3/8/24
1180,19:40,19,40,3/9/24
863,14:23,14,23,3/10/24
755,12:35,12,35,3/11/24
420,07:00,7,0,3/12/24
843,14:03,14,3,3/13/24
563,09:23,9,23,3/14/24
397,06:37,6,37,3/15/24
314,05:14,5,14,3/16/24
1021,17:01,17,1,3/17/24
510,08:30,8,30,3/18/24
736,12:16,12,16,3/19/24
530,08:50,8,50,3/20/24
9,00:09,0,9,3/21/24
1078,17:58,17,58,3/22/24
430,07:10,7,10,3/23/24
829,13:49,13,49,3/24/24
616,10:16,10,16,3/25/24
1130,18:50,18,50,3/26/24
466,07:46,7,46,3/27/24
1081,18:01,18,1,3/28/24
524,08:44,8,44,3/29/24
1321,22:01,22,1,3/30/24
482,08:02,8,2,3/31/24
855,14:15,14,15,4/1/24
1002,16:42,16,42,4/2/24
435,07:15,7,15,4/3/24
971,16:11,16,11,4/4/24
127,02:07,2,7,4/5/24
73,01:13,1,13,4/6/24
495,08:15,8,15,4/7/24
571,09:31,9,31,4/8/24
725,12:05,12,5,4/9/24
322,05:22,5,22,4/10/24
508,08:28,8,28,4/11/24
1194,19:54,19,54,4/12/24
1245,20:45,20,45,4/13/24
1314,21:54,21,54,4/14/24
626,10:26,10,26,4/15/24
230,03:50,3,50,4/16/24
176,02:56,2,56,4/17/24
291,04:51,4,51,4/18/24
802,13:22,13,22,4/19/24
569,09:29,9,29,4/20/24
562,09:22,9,22,4/21/24
49,00:49,0,49,4/22/24
907,15:07,15,7,4/23/24
1267,21:07,21,7,4/24/24
1315,21:55,21,55,4/25/24
536,08:56,8,56,4/26/24
1409,23:29,23,29,4/27/24
1012,16:52,16,52,4/28/24
198,03:18,3,18,4/29/24
88,01:28,1,28,4/30/24
1296,21:36,21,36,5/1/24
500,08:20,8,20,5/2/24
396,06:36,6,36,5/3/24
542,09:02,9,2,5/4/24
749,12:29,12,29,5/5/24
1262,21:02,21,2,5/6/24
1312,21:52,21,52,5/7/24
527,08:47,8,47,5/8/24
1359,22:39,22,39,5/9/24
453,07:33,7,33,5/10/24
1388,23:08,23,8,5/11/24
265,04:25,4,25,5/12/24
14,00:14,0,14,5/13/24
1203,20:03,20,3,5/14/24
1234,20:34,20,34,5/15/24
636,10:36,10,36,5/16/24
1123,18:43,18,43,5/17/24
1034,17:14,17,14,5/18/24
818,13:38,13,38,5/19/24
38,00:38,0,38,5/20/24
167,02:47,2,47,5/21/24
410,06:50,6,50,5/22/24
1199,19:59,19,59,5/23/24
465,07:45,7,45,5/24/24
842,14:02,14,2,5/25/24
1307,21:47,21,47,5/26/24
546,09:06,9,6,5/27/24
513,08:33,8,33,5/28/24
1185,19:45,19,45,5/29/24
608,10:08,10,8,5/30/24
858,14:18,14,18,5/31/24
880,14:40,14,40,6/1/24
54,00:54,0,54,6/2/24
615,10:15,10,15,6/3/24
633,10:33,10,33,6/4/24
1427,23:47,23,47,6/5/24
1325,22:05,22,5,6/6/24
867,14:27,14,27,6/7/24
35,00:35,0,35,6/8/24
281,04:41,4,41,6/9/24
243,04:03,4,3,6/10/24
627,10:27,10,27,6/11/24
1219,20:19,20,19,6/12/24
559,09:19,9,19,6/13/24
1166,19:26,19,26,6/14/24
131,02:11,2,11,6/15/24
507,08:27,8,27,6/16/24
1115,18:35,18,35,6/17/24
850,14:10,14,10,6/18/24
872,14:32,14,32,6/19/24
813,13:33,13,33,6/20/24
590,09:50,9,50,6/21/24
641,10:41,10,41,6/22/24
990,16:30,16,30,6/23/24
544,09:04,9,4,6/24/24
3,00:03,0,3,6/25/24
86,01:26,1,26,6/26/24
919,15:19,15,19,6/27/24
418,06:58,6,58,6/28/24
369,06:09,6,9,6/29/24
236,03:56,3,56,6/30/24
738,12:18,12,18,7/1/24
811,13:31,13,31,7/2/24
611,10:11,10,11,7/3/24
1070,17:50,17,50,7/4/24
439,07:19,7,19,7/5/24
713,11:53,11,53,7/6/24
321,05:21,5,21,7/7/24
739,12:19,12,19,7/8/24
699,11:39,11,39,7/9/24
169,02:49,2,49,7/10/24
351,05:51,5,51,7/11/24
1356,22:36,22,36,7/12/24
938,15:38,15,38,7/13/24
1156,19:16,19,16,7/14/24
1000,16:40,16,40,7/15/24
47,00:47,0,47,7/16/24
177,02:57,2,57,7/17/24
1365,22:45,22,45,7/18/24
70,01:10,1,10,7/19/24
768,12:48,12,48,7/20/24
1367,22:47,22,47,7/21/24
520,08:40,8,40,7/22/24
140,02:20,2,20,7/23/24
684,11:24,11,24,7/24/24
1284,21:24,21,24,7/25/24
771,12:51,12,51,7/26/24
382,06:22,6,22,7/27/24
403,06:43,6,43,7/28/24
25,00:25,0,25,7/29/24
365,06:05,6,5,7/30/24
284,04:44,4,44,7/31/24
787,13:07,13,7,8/1/24
1039,17:19,17,19,8/2/24
644,10:44,10,44,8/3/24
1389,23:09,23,9,8/4/24
1373,22:53,22,53,8/5/24
1240,20:40,20,40,8/6/24
937,15:37,15,37,8/7/24
1089,18:09,18,9,8/8/24
1009,16:49,16,49,8/9/24
1043,17:23,17,23,8/10/24
1100,18:20,18,20,8/11/24
1405,23:25,23,25,8/12/24
359,05:59,5,59,8/13/24
648,10:48,10,48,8/14/24
1049,17:29,17,29,8/15/24
1265,21:05,21,5,8/16/24
1019,16:59,16,59,8/17/24
973,16:13,16,13,8/18/24
781,13:01,13,1,8/19/24
1148,19:08,19,8,8/20/24
1242,20:42,20,42,8/21/24
1416,23:36,23,36,8/22/24
1168,19:28,19,28,8/23/24
647,10:47,10,47,8/24/24
685,11:25,11,25,8/25/24
625,10:25,10,25,8/26/24
1087,18:07,18,7,8/27/24
1004,16:44,16,44,8/28/24
1420,23:40,23,40,8/29/24
1068,17:48,17,48,8/30/24
194,03:14,3,14,8/31/24
676,11:16,11,16,9/1/24
671,11:11,11,11,9/2/24
977,16:17,16,17,9/3/24
10,00:10,0,10,9/4/24
1230,20:30,20,30,9/5/24
1138,18:58,18,58,9/6/24
1079,17:59,17,59,9/7/24
1220,20:20,20,20,9/8/24
964,16:04,16,4,9/9/24
812,13:32,13,32,9/10/24
57,00:57,0,57,9/11/24
56,00:56,0,56,9/12/24
742,12:22,12,22,9/13/24
518,08:38,8,38,9/14/24
918,15:18,15,18,9/15/24
479,07:59,7,59,9/16/24
282,04:42,4,42,9/17/24
1085,18:05,18,5,9/18/24
143,02:23,2,23,9/19/24
655,10:55,10,55,9/20/24
715,11:55,11,55,9/21/24
836,13:56,13,56,9/22/24
493,08:13,8,13,9/23/24
682,11:22,11,22,9/24/24
1369,22:49,22,49,9/25/24
664,11:04,11,4,9/26/24
1253,20:53,20,53,9/27/24
1290,21:30,21,30,9/28/24
838,13:58,13,58,9/29/24
578,09:38,9,38,9/30/24
222,03:42,3,42,10/1/24
1328,22:08,22,8,10/2/24
431,07:11,7,11,10/3/24
93,01:33,1,33,10/4/24
1339,22:19,22,19,10/5/24
966,16:06,16,6,10/6/24
219,03:39,3,39,10/7/24
740,12:20,12,20,10/8/24
1332,22:12,22,12,10/9/24
792,13:12,13,12,10/10/24
560,09:20,9,20,10/11/24
870,14:30,14,30,10/12/24
444,07:24,7,24,10/13/24
432,07:12,7,12,10/14/24
305,05:05,5,5,10/15/24
523,08:43,8,43,10/16/24
1358,22:38,22,38,10/17/24
224,03:44,3,44,10/18/24
132,02:12,2,12,10/19/24
217,03:37,3,37,10/20/24
908,15:08,15,8,10/21/24
817,13:37,13,37,10/22/24
1177,19:37,19,37,10/23/24
882,14:42,14,42,10/24/24
955,15:55,15,55,10/25/24
686,11:26,11,26,10/26/24
860,14:20,14,20,10/27/24
1062,17:42,17,42,10/28/24
1020,17:00,17,0,10/29/24
1310,21:50,21,50,10/30/24
589,09:49,9,49,10/31/24
425,07:05,7,5,11/1/24
550,09:10,9,10,11/2/24
17,00:17,0,17,11/3/24
257,04:17,4,17,11/4/24
1071,17:51,17,51,11/5/24
306,05:06,5,6,11/6/24
337,05:37,5,37,11/7/24
115,01:55,1,55,11/8/24
342,05:42,5,42,11/9/24
924,15:24,15,24,11/10/24
1065,17:45,17,45,11/11/24
640,10:40,10,40,11/12/24
521,08:41,8,41,11/13/24
341,05:41,5,41,11/14/24
150,02:30,2,30,11/15/24
1297,21:37,21,37,11/16/24
717,11:57,11,57,11/17/24
289,04:49,4,49,11/18/24
570,09:30,9,30,11/19/24
1286,21:26,21,26,11/20/24
634,10:34,10,34,11/21/24
455,07:35,7,35,11/22/24
808,13:28,13,28,11/23/24
494,08:14,8,14,11/24/24
1271,21:11,21,11,11/25/24
657,10:57,10,57,11/26/24
1368,22:48,22,48,11/27/24
1275,21:15,21,15,11/28/24
532,08:52,8,52,11/29/24
352,05:52,5,52,11/30/24
769,12:49,12,49,12/1/24
239,03:59,3,59,12/2/24
1044,17:24,17,24,12/3/24
905,15:05,15,5,12/4/24
810,13:30,13,30,12/5/24
745,12:25,12,25,12/6/24
1435,23:55,23,55,12/7/24
646,10:46,10,46,12/8/24
1235,20:35,20,35,12/9/24
701,11:41,11,41,12/10/24
991,16:31,16,31,12/11/24
387,06:27,6,27,12/12/24
846,14:06,14,6,12/13/24
1352,22:32,22,32,12/14/24
704,11:44,11,44,12/15/24
1351,22:31,22,31,12/16/24
1408,23:28,23,28,12/17/24
661,11:01,11,1,12/18/24
1063,17:43,17,43,12/19/24
1052,17:32,17,32,12/20/24
350,05:50,5,50,12/21/24
388,06:28,6,28,12/22/24
1155,19:15,19,15,12/23/24
718,11:58,11,58,12/24/24
1075,17:55,17,55,12/25/24
556,09:16,9,16,12/26/24
496,08:16,8,16,12/27/24
760,12:40,12,40,12/28/24
203,03:23,3,23,12/29/24
1260,21:00,21,0,12/30/24
290,04:50,4,50,12/31/24
1086,18:06,18,6,1/1/25
688,11:28,11,28,1/2/25
602,10:02,10,2,1/3/25
484,08:04,8,4,1/4/25
986,16:26,16,26,1/5/25
1384,23:04,23,4,1/6/25
355,05:55,5,55,1/7/25
207,03:27,3,27,1/8/25
1073,17:53,17,53,1/9/25
206,03:26,3,26,1/10/25
1126,18:46,18,46,1/11/25
885,14:45,14,45,1/12/25
1191,19:51,19,51,1/13/25
40,00:40,0,40,1/14/25
1335,22:15,22,15,1/15/25
1299,21:39,21,39,1/16/25
1316,21:56,21,56,1/17/25
826,13:46,13,46,1/18/25
400,06:40,6,40,1/19/25
573,09:33,9,33,1/20/25
317,05:17,5,17,1/21/25
1032,17:12,17,12,1/22/25
152,02:32,2,32,1/23/25
294,04:54,4,54,1/24/25
76,01:16,1,16,1/25/25
68,01:08,1,8,1/26/25
1197,19:57,19,57,1/27/25
1001,16:41,16,41,1/28/25
1216,20:16,20,16,1/29/25
1217,20:17,20,17,1/30/25
1013,16:53,16,53,1/31/25
129,02:09,2,9,2/1/25
693,11:33,11,33,2/2/25
757,12:37,12,37,2/3/25
392,06:32,6,32,2/4/25
1293,21:33,21,33,2/5/25
123,02:03,2,3,2/6/25
607,10:07,10,7,2/7/25
381,06:21,6,21,2/8/25
1076,17:56,17,56,2/9/25
1311,21:51,21,51,2/10/25
1193,19:53,19,53,2/11/25
774,12:54,12,54,2/12/25
286,04:46,4,46,2/13/25
2,00:02,0,2,2/14/25
820,13:40,13,40,2/15/25
390,06:30,6,30,2/16/25
308,05:08,5,8,2/17/25
747,12:27,12,27,2/18/25
293,04:53,4,53,2/19/25
899,14:59,14,59,2/20/25
785,13:05,13,5,2/21/25
1172,19:32,19,32,2/22/25
1340,22:20,22,20,2/23/25
1084,18:04,18,4,2/24/25
1107,18:27,18,27,2/25/25
113,01:53,1,53,2/26/25
1174,19:34,19,34,2/27/25
135,02:15,2,15,2/28/25
839,13:59,13,59,3/1/25
700,11:40,11,40,3/2/25
393,06:33,6,33,3/3/25
1122,18:42,18,42,3/4/25
1270,21:10,21,10,3/5/25
1324,22:04,22,4,3/6/25
999,16:39,16,39,3/7/25
254,04:14,4,14,3/8/25
675,11:15,11,15,3/9/25
853,14:13,14,13,3/10/25
512,08:32,8,32,3/11/25
719,11:59,11,59,3/12/25
1132,18:52,18,52,3/13/25
759,12:39,12,39,3/14/25
1250,20:50,20,50,3/15/25
909,15:09,15,9,3/16/25
1272,21:12,21,12,3/17/25
276,04:36,4,36,3/18/25
345,05:45,5,45,3/19/25
1226,20:26,20,26,3/20/25
412,06:52,6,52,3/21/25
46,00:46,0,46,3/22/25
411,06:51,6,51,3/23/25
1029,17:09,17,9,3/24/25
18,00:18,0,18,3/25/25
1347,22:27,22,27,3/26/25
1366,22:46,22,46,3/27/25
82,01:22,1,22,3/28/25
462,07:42,7,42,3/29/25
185,03:05,3,5,3/30/25
1323,22:03,22,3,3/31/25
53,00:53,0,53,4/1/25
1394,23:14,23,14,4/2/25
677,11:17,11,17,4/3/25
511,08:31,8,31,4/4/25
415,06:55,6,55,4/5/25
731,12:11,12,11,4/6/25
30,00:30,0,30,4/7/25
20,00:20,0,20,4/8/25
821,13:41,13,41,4/9/25
793,13:13,13,13,4/10/25
6,00:06,0,6,4/11/25
993,16:33,16,33,4/12/25
1030,17:10,17,10,4/13/25
577,09:37,9,37,4/14/25
706,11:46,11,46,4/15/25
258,04:18,4,18,4/16/25
1006,16:46,16,46,4/17/25
854,14:14,14,14,4/18/25
823,13:43,13,43,4/19/25
184,03:04,3,4,4/20/25
1209,20:09,20,9,4/21/25
837,13:57,13,57,4/22/25
985,16:25,16,25,4/23/25
1350,22:30,22,30,4/24/25
1153,19:13,19,13,4/25/25
732,12:12,12,12,4/26/25
1045,17:25,17,25,4/27/25
832,13:52,13,52,4/28/25
204,03:24,3,24,4/29/25
346,05:46,5,46,4/30/25
1150,19:10,19,10,5/1/25
960,16:00,16,0,5/2/25
1047,17:27,17,27,5/3/25
930,15:30,15,30,5/4/25
902,15:02,15,2,5/5/25
1010,16:50,16,50,5/6/25
273,04:33,4,33,5/7/25
592,09:52,9,52,5/8/25
394,06:34,6,34,5/9/25
166,02:46,2,46,5/10/25
1125,18:45,18,45,5/11/25
486,08:06,8,6,5/12/25
1292,21:32,21,32,5/13/25
60,01:00,1,0,5/14/25
545,09:05,9,5,5/15/25
475,07:55,7,55,5/16/25
1175,19:35,19,35,5/17/25
237,03:57,3,57,5/18/25
606,10:06,10,6,5/19/25
663,11:03,11,3,5/20/25
1317,21:57,21,57,5/21/25
565,09:25,9,25,5/22/25
417,06:57,6,57,5/23/25
1190,19:50,19,50,5/24/25
1239,20:39,20,39,5/25/25
1342,22:22,22,22,5/26/25
161,02:41,2,41,5/27/25
353,05:53,5,53,5/28/25
1028,17:08,17,8,5/29/25
1218,20:18,20,18,5/30/25
834,13:54,13,54,5/31/25
356,05:56,5,56,6/1/25
1169,19:29,19,29,6/2/25
954,15:54,15,54,6/3/25
124,02:04,2,4,6/4/25
1022,17:02,17,2,6/5/25
522,08:42,8,42,6/6/25
690,11:30,11,30,6/7/25
639,10:39,10,39,6/8/25
783,13:03,13,3,6/9/25
1011,16:51,16,51,6/10/25
1027,17:07,17,7,6/11/25
828,13:48,13,48,6/12/25
609,10:09,10,9,6/13/25
301,05:01,5,1,6/14/25
800,13:20,13,20,6/15/25
1251,20:51,20,51,6/16/25
1054,17:34,17,34,6/17/25
427,07:07,7,7,6/18/25
1380,23:00,23,0,6/19/25
784,13:04,13,4,6/20/25
665,11:05,11,5,6/21/25
299,04:59,4,59,6/22/25
1171,19:31,19,31,6/23/25
1343,22:23,22,23,6/24/25
791,13:11,13,11,6/25/25
121,02:01,2,1,6/26/25
155,02:35,2,35,6/27/25
1204,20:04,20,4,6/28/25
288,04:48,4,48,6/29/25
1336,22:16,22,16,6/30/25
796,13:16,13,16,7/1/25
1154,19:14,19,14,7/2/25
1266,21:06,21,6,7/3/25
1195,19:55,19,55,7/4/25
347,05:47,5,47,7/5/25
5,00:05,0,5,7/6/25
767,12:47,12,47,7/7/25
629,10:29,10,29,7/8/25
1164,19:24,19,24,7/9/25
323,05:23,5,23,7/10/25
1425,23:45,23,45,7/11/25
498,08:18,8,18,7/12/25
310,05:10,5,10,7/13/25
200,03:20,3,20,7/14/25
581,09:41,9,41,7/15/25
42,00:42,0,42,7/16/25
840,14:00,14,0,7/17/25
334,05:34,5,34,7/18/25
349,05:49,5,49,7/19/25
1334,22:14,22,14,7/20/25
252,04:12,4,12,7/21/25
264,04:24,4,24,7/22/25
251,04:11,4,11,7/23/25
83,01:23,1,23,7/24/25
1337,22:17,22,17,7/25/25
1202,20:02,20,2,7/26/25
187,03:07,3,7,7/27/25
307,05:07,5,7,7/28/25
1353,22:33,22,33,7/29/25
728,12:08,12,8,7/30/25
998,16:38,16,38,7/31/25
358,05:58,5,58,8/1/25
514,08:34,8,34,8/2/25
94,01:34,1,34,8/3/25
107,01:47,1,47,8/4/25
673,11:13,11,13,8/5/25
1345,22:25,22,25,8/6/25
50,00:50,0,50,8/7/25
1341,22:21,22,21,8/8/25
679,11:19,11,19,8/9/25
1023,17:03,17,3,8/10/25
218,03:38,3,38,8/11/25
549,09:09,9,9,8/12/25
735,12:15,12,15,8/13/25
689,11:29,11,29,8/14/25
1396,23:16,23,16,8/15/25
1304,21:44,21,44,8/16/25
97,01:37,1,37,8/17/25
1192,19:52,19,52,8/18/25
26,00:26,0,26,8/19/25
368,06:08,6,8,8/20/25
1160,19:20,19,20,8/21/25
1046,17:26,17,26,8/22/25
470,07:50,7,50,8/23/25
472,07:52,7,52,8/24/25
874,14:34,14,34,8/25/25
298,04:58,4,58,8/26/25
262,04:22,4,22,8/27/25
748,12:28,12,28,8/28/25
1112,18:32,18,32,8/29/25
1058,17:38,17,38,8/30/25
576,09:36,9,36,8/31/25
66,01:06,1,6,9/1/25
599,09:59,9,59,9/2/25
240,04:00,4,0,9/3/25
630,10:30,10,30,9/4/25
593,09:53,9,53,9/5/25
1338,22:18,22,18,9/6/25
1333,22:13,22,13,9/7/25
324,05:24,5,24,9/8/25
1375,22:55,22,55,9/9/25
1067,17:47,17,47,9/10/25
564,09:24,9,24,9/11/25
961,16:01,16,1,9/12/25
31,00:31,0,31,9/13/25
51,00:51,0,51,9/14/25
446,07:26,7,26,9/15/25
778,12:58,12,58,9/16/25
1208,20:08,20,8,9/17/25
44,00:44,0,44,9/18/25
965,16:05,16,5,9/19/25
1137,18:57,18,57,9/20/25
110,01:50,1,50,9/21/25
1187,19:47,19,47,9/22/25
618,10:18,10,18,9/23/25
405,06:45,6,45,9/24/25
481,08:01,8,1,9/25/25
469,07:49,7,49,9/26/25
904,15:04,15,4,9/27/25
997,16:37,16,37,9/28/25
780,13:00,13,0,9/29/25
338,05:38,5,38,9/30/25
1048,17:28,17,28,10/1/25
242,04:02,4,2,10/2/25
1008,16:48,16,48,10/3/25
21,00:21,0,21,10/4/25
1395,23:15,23,15,10/5/25
478,07:58,7,58,10/6/25
622,10:22,10,22,10/7/25
1213,20:13,20,13,10/8/25
798,13:18,13,18,10/9/25
367,06:07,6,7,10/10/25
746,12:26,12,26,10/11/25
847,14:07,14,7,10/12/25
1144,19:04,19,4,10/13/25
71,01:11,1,11,10/14/25
1385,23:05,23,5,10/15/25
539,08:59,8,59,10/16/25
750,12:30,12,30,10/17/25
1377,22:57,22,57,10/18/25
1188,19:48,19,48,10/19/25
621,10:21,10,21,10/20/25
414,06:54,6,54,10/21/25
795,13:15,13,15,10/22/25
87,01:27,1,27,10/23/25
752,12:32,12,32,10/24/25
295,04:55,4,55,10/25/25
698,11:38,11,38,10/26/25
1415,23:35,23,35,10/27/25
969,16:09,16,9,10/28/25
402,06:42,6,42,10/29/25
1134,18:54,18,54,10/30/25
660,11:00,11,0,10/31/25
637,10:37,10,37,11/1/25
913,15:13,15,13,11/2/25
1136,18:56,18,56,11/3/25
597,09:57,9,57,11/4/25
1003,16:43,16,43,11/5/25
77,01:17,1,17,11/6/25
1428,23:48,23,48,11/7/25
582,09:42,9,42,11/8/25
296,04:56,4,56,11/9/25
1157,19:17,19,17,11/10/25
638,10:38,10,38,11/11/25
1098,18:18,18,18,11/12/25
861,14:21,14,21,11/13/25
275,04:35,4,35,11/14/25
438,07:18,7,18,11/15/25
112,01:52,1,52,11/16/25
723,12:03,12,3,11/17/25
799,13:19,13,19,11/18/25
680,11:20,11,20,11/19/25
225,03:45,3,45,11/20/25
1376,22:56,22,56,11/21/25
1243,20:43,20,43,11/22/25
244,04:04,4,4,11/23/25
709,11:49,11,49,11/24/25
232,03:52,3,52,11/25/25
250,04:10,4,10,11/26/25
865,14:25,14,25,11/27/25
280,04:40,4,40,11/28/25
1114,18:34,18,34,11/29/25
691,11:31,11,31,11/30/25
126,02:06,2,6,12/1/25
153,02:33,2,33,12/2/25
228,03:48,3,48,12/3/25
877,14:37,14,37,12/4/25
1091,18:11,18,11,12/5/25
175,02:55,2,55,12/6/25
1392,23:12,23,12,12/7/25
23,00:23,0,23,12/8/25
1200,20:00,20,0,12/9/25
361,06:01,6,1,12/10/25
1308,21:48,21,48,12/11/25
591,09:51,9,51,12/12/25
822,13:42,13,42,12/13/25
90,01:30,1,30,12/14/25
319,05:19,5,19,12/15/25
248,04:08,4,8,12/16/25
697,11:37,11,37,12/17/25
211,03:31,3,31,12/18/25
1258,20:58,20,58,12/19/25
659,10:59,10,59,12/20/25
1401,23:21,23,21,12/21/25
1227,20:27,20,27,12/22/25
1117,18:37,18,37,12/23/25
1244,20:44,20,44,12/24/25
553,09:13,9,13,12/25/25
172,02:52,2,52,12/26/25
794,13:14,13,14,12/27/25
340,05:40,5,40,12/28/25
588,09:48,9,48,12/29/25
196,03:16,3,16,12/30/25
92,01:32,1,32,12/31/25
357,05:57,5,57,1/1/26
1167,19:27,19,27,1/2/26
8,00:08,0,8,1/3/26
108,01:48,1,48,1/4/26
1096,18:16,18,16,1/5/26
1128,18:48,18,48,1/6/26
987,16:27,16,27,1/7/26
1439,23:59,23,59,1/8/26
1349,22:29,22,29,1/9/26
976,16:16,16,16,1/10/26
585,09:45,9,45,1/11/26
1426,23:46,23,46,1/12/26
866,14:26,14,26,1/13/26
1037,17:17,17,17,1/14/26
815,13:35,13,35,1/15/26
1083,18:03,18,3,1/16/26
983,16:23,16,23,1/17/26
584,09:44,9,44,1/18/26
1378,22:58,22,58,1/19/26
45,00:45,0,45,1/20/26
501,08:21,8,21,1/21/26
202,03:22,3,22,1/22/26
1196,19:56,19,56,1/23/26
100,01:40,1,40,1/24/26
1118,18:38,18,38,1/25/26
978,16:18,16,18,1/26/26
643,10:43,10,43,1/27/26
1099,18:19,18,19,1/28/26
594,09:54,9,54,1/29/26
1131,18:51,18,51,1/30/26
1259,20:59,20,59,1/31/26
761,12:41,12,41,2/1/26
531,08:51,8,51,2/2/26
1229,20:29,20,29,2/3/26
103,01:43,1,43,2/4/26
970,16:10,16,10,2/5/26
1215,20:15,20,15,2/6/26
233,03:53,3,53,2/7/26
1434,23:54,23,54,2/8/26
547,09:07,9,7,2/9/26
468,07:48,7,48,2/10/26
1422,23:42,23,42,2/11/26
245,04:05,4,5,2/12/26
226,03:46,3,46,2/13/26
869,14:29,14,29,2/14/26
75,01:15,1,15,2/15/26
620,10:20,10,20,2/16/26
1232,20:32,20,32,2/17/26
878,14:38,14,38,2/18/26
490,08:10,8,10,2/19/26
526,08:46,8,46,2/20/26
371,06:11,6,11,2/21/26
1248,20:48,20,48,2/22/26
984,16:24,16,24,2/23/26
118,01:58,1,58,2/24/26
974,16:14,16,14,2/25/26
517,08:37,8,37,2/26/26
754,12:34,12,34,2/27/26
555,09:15,9,15,2/28/26
424,07:04,7,4,3/1/26
797,13:17,13,17,3/2/26
189,03:09,3,9,3/3/26
428,07:08,7,8,3/4/26
485,08:05,8,5,3/5/26
635,10:35,10,35,3/6/26
1165,19:25,19,25,3/7/26
670,11:10,11,10,3/8/26
188,03:08,3,8,3/9/26
766,12:46,12,46,3/10/26
497,08:17,8,17,3/11/26
227,03:47,3,47,3/12/26
1064,17:44,17,44,3/13/26
1295,21:35,21,35,3/14/26
1254,20:54,20,54,3/15/26
579,09:39,9,39,3/16/26
459,07:39,7,39,3/17/26
729,12:09,12,9,3/18/26
868,14:28,14,28,3/19/26
534,08:54,8,54,3/20/26
1300,21:40,21,40,3/21/26
1344,22:24,22,24,3/22/26
1092,18:12,18,12,3/23/26
408,06:48,6,48,3/24/26
1106,18:26,18,26,3/25/26
917,15:17,15,17,3/26/26
329,05:29,5,29,3/27/26
1050,17:30,17,30,3/28/26
1301,21:41,21,41,3/29/26
320,05:20,5,20,3/30/26
271,04:31,4,31,3/31/26
894,14:54,14,54,4/1/26
540,09:00,9,0,4/2/26
753,12:33,12,33,4/3/26
666,11:06,11,6,4/4/26
413,06:53,6,53,4/5/26
